;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination
2028;2028;1;Bandung;Mid End;No;No;No;No;No;No;Pulsa;32,825;No;107,60981;-6,914744;7615,4;Combination 2
2032;2032;57;Bandung;Mid End;Yes;Yes;Yes;No;Yes;Yes;Debit;76,375;No;107,60981;-6,914744;5349,5;Combination 13
2033;2033;72;Bandung;Mid End;Yes;Yes;Yes;Yes;No;No;Credit;58,825;No;107,60981;-6,914744;6553,3;Combination 17
2034;2034;66;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;No;Debit;73,58;No;107,60981;-6,914744;7150;Combination 13
2035;2035;65;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;109,46;No;107,60981;-6,914744;6832,8;Combination 4
2040;2040;24;Bandung;Mid End;Yes;No;No;No;Yes;Yes;Digital Wallet;65,78;No;107,60981;-6,914744;6247,8;Combination 12
2041;2041;31;Bandung;Mid End;Yes;No;Yes;Yes;Yes;Yes;Digital Wallet;105,495;No;107,60981;-6,914744;7335,9;Combination 15
2043;2043;47;Bandung;Mid End;Yes;Yes;No;Yes;Yes;Yes;Credit;110,89;No;107,60981;-6,914744;7407,4;Combination 10
2048;2048;10;Bandung;Mid End;No;No;No;Yes;No;No;Digital Wallet;38,48;No;107,60981;-6,914744;4134;Combination 2
2051;2051;72;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;112,58;No;107,60981;-6,914744;5889;Combination 4
2053;2053;41;Bandung;Mid End;Yes;No;No;Yes;Yes;Yes;Credit;97,11;No;107,60981;-6,914744;6819,8;Combination 12
2055;2055;13;Bandung;Mid End;No;Yes;Yes;No;No;No;Pulsa;71,24;No;107,60981;-6,914744;7224,1;Combination 14
2057;2057;41;Bandung;Mid End;No;No;Yes;No;No;Yes;Digital Wallet;84,5;No;107,60981;-6,914744;6555,9;Combination 5
2060;2060;32;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;108,81;No;107,60981;-6,914744;5128,5;Combination 4
2062;2062;67;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;77,415;No;107,60981;-6,914744;5821,4;Combination 4
2065;2065;29;Bandung;Mid End;Yes;No;Yes;No;No;Yes;Pulsa;58,5;No;107,60981;-6,914744;4022,2;Combination 16
2067;2067;31;Bandung;Mid End;Yes;Yes;No;Yes;No;Yes;Debit;64,805;No;107,60981;-6,914744;3300,7;Combination 1
2069;2069;61;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;114,53;No;107,60981;-6,914744;6697,6;Combination 13
2073;2073;57;Bandung;Mid End;Yes;Yes;No;Yes;No;No;Pulsa;77,675;No;107,60981;-6,914744;5215,6;Combination 1
2075;2075;21;Bandung;Mid End;Yes;Yes;No;No;No;Yes;Debit;84,435;No;107,60981;-6,914744;5985,2;Combination 1
2076;2076;14;Bandung;Mid End;No;No;Yes;Yes;Yes;Yes;Pulsa;71,5;No;107,60981;-6,914744;6370;Combination 3
2077;2077;5;Bandung;Mid End;No;Yes;No;No;No;No;Debit;65,715;No;107,60981;-6,914744;3560,7;Combination 8
2078;2078;6;Bandung;Mid End;Yes;Yes;No;No;No;No;Digital Wallet;71,695;No;107,60981;-6,914744;6990,1;Combination 1
2079;2079;10;Bandung;Mid End;No;Yes;No;No;No;No;Pulsa;66,56;No;107,60981;-6,914744;7494,5;Combination 8
2081;2081;68;Bandung;Mid End;Yes;No;No;No;No;No;Digital Wallet;70,785;No;107,60981;-6,914744;6903;Combination 11
2083;2083;20;Bandung;Mid End;No;No;No;No;No;No;Pulsa;57,655;No;107,60981;-6,914744;4498;Combination 2
2084;2084;35;Bandung;Mid End;Yes;Yes;Yes;No;No;No;Digital Wallet;79,56;No;107,60981;-6,914744;2697,5;Combination 17
2091;2091;40;Bandung;Mid End;No;No;Yes;No;Yes;Yes;Pulsa;96,915;No;107,60981;-6,914744;4833,4;Combination 3
2092;2092;23;Bandung;Mid End;No;No;No;No;Yes;Yes;Debit;84,37;No;107,60981;-6,914744;4308,2;Combination 9
2094;2094;68;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;78,39;No;107,60981;-6,914744;6323,2;Combination 4
2097;2097;29;Bandung;Mid End;No;No;Yes;Yes;Yes;Yes;Digital Wallet;98,215;No;107,60981;-6,914744;7312,5;Combination 3
2099;2099;48;Bandung;Mid End;Yes;No;Yes;No;Yes;Yes;Credit;102,375;No;107,60981;-6,914744;2934,1;Combination 15
2107;2107;72;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;78;No;106,816666;-6,2;7112,3;Combination 4
2108;2108;1;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;58,24;No;106,816666;-6,2;2949,7;Combination 2
2109;2109;9;Jakarta;Mid End;Yes;No;No;No;No;No;Digital Wallet;63,18;No;106,816666;-6,2;5930,6;Combination 11
2110;2110;69;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;Yes;Debit;78,065;No;106,816666;-6,2;7004,4;Combination 10
2113;2113;28;Jakarta;Mid End;No;No;No;No;Yes;No;Pulsa;46,67;No;106,816666;-6,2;7077,2;Combination 9
2118;2118;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;114,595;No;106,816666;-6,2;7190,3;Combination 13
2120;2120;32;Jakarta;Mid End;No;Yes;No;Yes;No;No;Debit;71,045;No;106,816666;-6,2;5258,5;Combination 8
2121;2121;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;111,475;No;106,816666;-6,2;5833,1;Combination 13
2122;2122;66;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Debit;87,685;No;106,816666;-6,2;5423,6;Combination 17
2127;2127;23;Jakarta;Mid End;No;No;No;No;Yes;Yes;Pulsa;58,435;No;106,816666;-6,2;4222,4;Combination 9
2129;2129;37;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Credit;81,64;No;106,816666;-6,2;6797,7;Combination 16
2130;2130;17;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;57,98;No;106,816666;-6,2;2769;Combination 2
2132;2132;16;Jakarta;Mid End;Yes;No;No;No;No;No;Pulsa;70,33;No;106,816666;-6,2;2958,8;Combination 11
2137;2137;58;Jakarta;Mid End;No;No;Yes;No;No;No;Credit;65,39;No;106,816666;-6,2;6801,6;Combination 5
2140;2140;23;Jakarta;Mid End;Yes;No;No;No;No;Yes;Debit;77,935;No;106,816666;-6,2;6992,7;Combination 11
2145;2145;24;Jakarta;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;46,475;No;106,816666;-6,2;7190,3;Combination 11
2148;2148;43;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;110,63;No;106,816666;-6,2;3014,7;Combination 4
2149;2149;1;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;32,955;No;106,816666;-6,2;5450,9;Combination 2
2150;2150;61;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;116,545;No;106,816666;-6,2;7993,7;Combination 13
2153;2153;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;84,24;No;106,816666;-6,2;6351,8;Combination 13
2155;2155;42;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Pulsa;71,175;No;106,816666;-6,2;4132,7;Combination 17
2157;2157;1;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;57,2;No;106,816666;-6,2;5226;Combination 2
2159;2159;27;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;110,24;No;106,816666;-6,2;6957,6;Combination 4
2160;2160;2;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;57,59;No;106,816666;-6,2;4946,5;Combination 2
2163;2163;66;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;117,065;No;106,816666;-6,2;7556,9;Combination 13
2165;2165;33;Jakarta;Mid End;No;No;Yes;Yes;Yes;Yes;Pulsa;70,98;No;106,816666;-6,2;6918,6;Combination 3
2169;2169;68;Jakarta;Mid End;Yes;No;No;Yes;No;No;Debit;72,67;No;106,816666;-6,2;6708;Combination 11
2185;2185;10;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Debit;52,91;No;106,816666;-6,2;2813,2;Combination 17
2186;2186;55;Jakarta;Mid End;No;No;No;No;No;No;Debit;67,145;No;106,816666;-6,2;6191,9;Combination 2
2190;2190;68;Jakarta;Mid End;Yes;No;No;Yes;No;No;Debit;75,725;No;106,816666;-6,2;6006;Combination 11
2191;2191;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;84,76;No;106,816666;-6,2;6619,6;Combination 13
2192;2192;2;Jakarta;Mid End;Yes;No;Yes;No;No;No;Pulsa;69,485;No;106,816666;-6,2;4520,1;Combination 16
2194;2194;26;Jakarta;Mid End;No;No;Yes;Yes;Yes;No;Credit;57,785;No;106,816666;-6,2;4004;Combination 3
2198;2198;1;Jakarta;Mid End;No;No;Yes;Yes;No;No;Digital Wallet;71,565;No;106,816666;-6,2;3850,6;Combination 5
2202;2202;18;Jakarta;Mid End;Yes;No;No;No;No;Yes;Pulsa;84,24;No;106,816666;-6,2;3205,8;Combination 11
2208;2208;22;Jakarta;Mid End;Yes;No;Yes;Yes;No;Yes;Digital Wallet;90,675;No;106,816666;-6,2;4561,7;Combination 16
2209;2209;60;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;78,26;No;106,816666;-6,2;6966,7;Combination 4
2213;2213;30;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;105,04;No;106,816666;-6,2;5556,2;Combination 4
2217;2217;24;Jakarta;Mid End;No;Yes;No;No;Yes;Yes;Debit;90,285;No;106,816666;-6,2;5470,4;Combination 7
2219;2219;70;Jakarta;Mid End;No;No;No;Yes;No;Yes;Digital Wallet;52,065;No;106,816666;-6,2;6571,5;Combination 2
2224;2224;9;Jakarta;Mid End;No;No;Yes;No;Yes;Yes;Digital Wallet;91,065;No;106,816666;-6,2;6370;Combination 3
2225;2225;24;Jakarta;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;69,68;No;106,816666;-6,2;3870,1;Combination 11
2226;2226;35;Jakarta;Mid End;No;Yes;No;Yes;Yes;Yes;Pulsa;98,865;No;106,816666;-6,2;7122,7;Combination 7
2227;2227;7;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Pulsa;98,41;No;106,816666;-6,2;3835;Combination 13
2233;2233;72;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;115,18;No;106,816666;-6,2;7594,6;Combination 4
2234;2234;0;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;No;Debit;68,315;No;106,816666;-6,2;3351,4;Combination 15
2236;2236;2;Jakarta;Mid End;No;Yes;No;No;Yes;No;Pulsa;76,7;No;106,816666;-6,2;7553;Combination 7
2237;2237;61;Jakarta;Mid End;No;Yes;No;No;No;Yes;Debit;83,265;No;106,816666;-6,2;5201,3;Combination 8
2239;2239;28;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Digital Wallet;79,17;No;106,816666;-6,2;5006,3;Combination 1
2243;2243;70;Jakarta;Mid End;Yes;No;No;No;No;Yes;Debit;84,76;No;106,816666;-6,2;8210,8;Combination 11
2245;2245;69;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Credit;103,285;No;106,816666;-6,2;6745,7;Combination 13
2252;2252;28;Jakarta;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;70,59;No;106,816666;-6,2;6852,3;Combination 11
2256;2256;29;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;67,08;No;106,816666;-6,2;7143,5;Combination 2
2269;2269;33;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Digital Wallet;75,985;No;106,816666;-6,2;5558,8;Combination 17
2271;2271;60;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;104,78;No;106,816666;-6,2;7367,1;Combination 4
2273;2273;11;Jakarta;Mid End;No;No;No;No;No;Yes;Digital Wallet;76,635;No;106,816666;-6,2;5044;Combination 2
2283;2283;56;Jakarta;Mid End;Yes;No;Yes;No;No;Yes;Debit;89,375;No;106,816666;-6,2;8057,4;Combination 16
2285;2285;38;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;No;Digital Wallet;91,78;No;106,816666;-6,2;6490,9;Combination 10
2287;2287;1;Jakarta;Mid End;No;No;No;Yes;No;No;Pulsa;64,09;No;106,816666;-6,2;5471,7;Combination 2
2290;2290;7;Jakarta;Mid End;Yes;No;No;No;Yes;Yes;Credit;90,61;No;106,816666;-6,2;5623,8;Combination 12
2292;2292;7;Jakarta;Mid End;No;No;Yes;Yes;Yes;No;Debit;83,59;No;106,816666;-6,2;5213;Combination 3
2293;2293;71;Jakarta;Mid End;Yes;No;Yes;Yes;No;Yes;Credit;92,105;No;106,816666;-6,2;6926,4;Combination 16
2295;2295;71;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;No;Credit;95,55;No;106,816666;-6,2;7060,3;Combination 10
2296;2296;11;Jakarta;Mid End;No;Yes;Yes;Yes;No;No;Credit;52,52;No;106,816666;-6,2;2772,9;Combination 14
2298;2298;47;Jakarta;Mid End;No;Yes;No;Yes;No;No;Debit;77,48;No;106,816666;-6,2;4101,5;Combination 8
2299;2299;11;Jakarta;Mid End;No;No;Yes;Yes;No;Yes;Credit;84,37;No;106,816666;-6,2;4167,8;Combination 5
2301;2301;61;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;Yes;Digital Wallet;105,365;No;106,816666;-6,2;5293,6;Combination 10
2308;2308;52;Jakarta;Mid End;Yes;Yes;No;No;Yes;No;Credit;82,225;No;106,816666;-6,2;8412,3;Combination 10
2311;2311;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;117,52;No;106,816666;-6,2;7322,9;Combination 13
2314;2314;63;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Credit;108,55;No;106,816666;-6,2;6047,6;Combination 13
2316;2316;1;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;59,28;No;106,816666;-6,2;3057,6;Combination 2
2317;2317;16;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Digital Wallet;71,305;No;106,816666;-6,2;2776,8;Combination 13
2318;2318;4;Jakarta;Mid End;No;No;No;Yes;No;Yes;Digital Wallet;85,215;No;106,816666;-6,2;7419,1;Combination 2
2326;2326;72;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Credit;112,645;No;106,816666;-6,2;7127,9;Combination 15
2327;2327;38;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Credit;105,3;No;106,816666;-6,2;3987,1;Combination 15
2328;2328;51;Jakarta;Mid End;No;No;No;Yes;No;No;Credit;62,205;No;106,816666;-6,2;5379,4;Combination 2
2332;2332;50;Jakarta;Mid End;No;No;Yes;Yes;No;Yes;Debit;90,35;No;106,816666;-6,2;5388,5;Combination 5
2333;2333;15;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;63,505;No;106,816666;-6,2;4890,6;Combination 2
2334;2334;8;Jakarta;Mid End;No;No;No;No;No;No;Credit;32,825;No;106,816666;-6,2;3083,6;Combination 2
2338;2338;10;Jakarta;Mid End;No;No;No;No;No;Yes;Debit;44,915;No;106,816666;-6,2;6822,4;Combination 2
2346;2346;46;Jakarta;Mid End;Yes;No;No;No;No;No;Debit;71,5;No;106,816666;-6,2;7706,4;Combination 11
2347;2347;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;116,805;No;106,816666;-6,2;7859,8;Combination 13
2349;2349;40;Jakarta;Mid End;Yes;No;No;Yes;Yes;Yes;Debit;70,915;No;106,816666;-6,2;4592,9;Combination 12
2351;2351;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;No;Credit;92,17;No;106,816666;-6,2;5348,2;Combination 17
2355;2355;50;Jakarta;Mid End;No;No;Yes;Yes;Yes;No;Pulsa;90,545;No;106,816666;-6,2;6117,8;Combination 3
2360;2360;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;115,505;No;106,816666;-6,2;6796,4;Combination 13
2361;2361;45;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Debit;102,44;No;106,816666;-6,2;5449,6;Combination 13
2363;2363;10;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;58,825;No;106,816666;-6,2;6979,7;Combination 2
2365;2365;65;Jakarta;Mid End;Yes;Yes;No;No;No;Yes;Digital Wallet;90,415;No;106,816666;-6,2;7046;Combination 1
2368;2368;49;Jakarta;Mid End;No;No;Yes;No;No;No;Debit;39,26;No;106,816666;-6,2;6778,2;Combination 5
2369;2369;70;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;75,14;No;106,816666;-6,2;7332;Combination 4
2377;2377;61;Jakarta;Mid End;No;No;Yes;Yes;Yes;Yes;Debit;95,94;No;106,816666;-6,2;8191,3;Combination 3
2378;2378;3;Jakarta;Mid End;Yes;No;No;Yes;Yes;No;Credit;83,72;No;106,816666;-6,2;7338,5;Combination 12
2381;2381;1;Jakarta;Mid End;No;No;No;Yes;No;No;Pulsa;64,87;No;106,816666;-6,2;6067,1;Combination 2
2383;2383;52;Jakarta;Mid End;No;Yes;No;No;No;No;Digital Wallet;39,13;No;106,816666;-6,2;8177;Combination 8
2386;2386;31;Jakarta;Mid End;Yes;Yes;No;Yes;No;Yes;Debit;97,825;No;106,816666;-6,2;5535,4;Combination 1
2390;2390;72;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;110,695;No;106,816666;-6,2;8218,6;Combination 4
2392;2392;72;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Credit;86,45;No;106,816666;-6,2;5716,1;Combination 16
2393;2393;66;Jakarta;Mid End;No;No;Yes;No;Yes;No;Debit;82,29;No;106,816666;-6,2;5441,8;Combination 3
2397;2397;4;Jakarta;Mid End;No;Yes;No;No;No;No;Digital Wallet;64,025;No;106,816666;-6,2;4253,6;Combination 8
2398;2398;65;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Digital Wallet;77,48;No;106,816666;-6,2;5683,6;Combination 1
2401;2401;29;Jakarta;Mid End;No;Yes;Yes;No;Yes;Yes;Credit;104,13;No;106,816666;-6,2;5925,4;Combination 4
2407;2407;71;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;75,725;No;106,816666;-6,2;6791,2;Combination 4
2409;2409;26;Jakarta;Mid End;No;No;Yes;No;Yes;Yes;Credit;65,455;No;106,816666;-6,2;3263;Combination 3
2416;2416;65;Jakarta;Mid End;No;Yes;Yes;Yes;No;Yes;Credit;96,46;No;106,816666;-6,2;6206,2;Combination 14
2421;2421;32;Jakarta;Mid End;No;No;Yes;No;Yes;Yes;Credit;65,78;No;106,816666;-6,2;4013,1;Combination 3
2425;2425;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;116,805;No;106,816666;-6,2;7645,3;Combination 13
2426;2426;47;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Digital Wallet;84,5;No;106,816666;-6,2;4271,8;Combination 16
2429;2429;5;Jakarta;Mid End;No;No;No;No;No;No;Credit;57,265;No;106,816666;-6,2;7599,8;Combination 2
2435;2435;27;Jakarta;Mid End;Yes;Yes;No;No;No;No;Digital Wallet;73,71;No;106,816666;-6,2;5813,6;Combination 1
2436;2436;70;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Credit;104,195;No;106,816666;-6,2;7429,5;Combination 13
2437;2437;7;Jakarta;Mid End;Yes;No;Yes;Yes;No;Yes;Credit;92,755;No;106,816666;-6,2;4496,7;Combination 16
2444;2444;72;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Debit;86,905;No;106,816666;-6,2;8143,2;Combination 16
2446;2446;11;Jakarta;Mid End;No;No;No;No;Yes;No;Digital Wallet;46,54;No;106,816666;-6,2;3294,2;Combination 9
2450;2450;17;Jakarta;Mid End;Yes;Yes;No;No;No;Yes;Digital Wallet;84,24;No;106,816666;-6,2;4609,8;Combination 1
2453;2453;3;Jakarta;Mid End;No;Yes;No;No;No;Yes;Digital Wallet;52,39;No;106,816666;-6,2;7346,3;Combination 8
2455;2455;71;Jakarta;Mid End;No;Yes;No;Yes;Yes;Yes;Credit;95,355;No;106,816666;-6,2;6661,2;Combination 7
2456;2456;5;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;58,24;No;106,816666;-6,2;3239,6;Combination 2
2457;2457;27;Jakarta;Mid End;Yes;Yes;No;No;No;No;Credit;71,175;No;106,816666;-6,2;4574,7;Combination 1
2458;2458;63;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Debit;52,78;No;106,816666;-6,2;8327,8;Combination 1
2459;2459;72;Jakarta;Mid End;Yes;No;No;No;No;No;Debit;71,89;No;106,816666;-6,2;8136,7;Combination 11
2460;2460;34;Jakarta;Mid End;Yes;No;No;Yes;No;No;Debit;79,105;No;106,816666;-6,2;3915,6;Combination 11
2461;2461;24;Jakarta;Mid End;Yes;Yes;No;No;Yes;Yes;Pulsa;101,92;No;106,816666;-6,2;3257,8;Combination 10
2462;2462;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;No;Debit;90,545;No;106,816666;-6,2;5540,6;Combination 17
2463;2463;60;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Credit;77,805;No;106,816666;-6,2;7527;Combination 15
2464;2464;68;Jakarta;Mid End;Yes;Yes;Yes;No;No;Yes;Credit;99,97;No;106,816666;-6,2;6961,5;Combination 17
2466;2466;34;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;No;Credit;87,945;No;106,816666;-6,2;5541,9;Combination 15
2467;2467;6;Jakarta;Mid End;No;No;No;No;Yes;Yes;Credit;58,5;No;106,816666;-6,2;2951;Combination 9
2468;2468;2;Jakarta;Mid End;No;Yes;No;Yes;No;Yes;Digital Wallet;83,46;No;106,816666;-6,2;5679,7;Combination 8
2474;2474;46;Jakarta;Mid End;No;Yes;No;Yes;Yes;No;Credit;83,46;No;106,816666;-6,2;6108,7;Combination 7
2475;2475;72;Jakarta;Mid End;No;No;Yes;No;Yes;Yes;Debit;99,84;No;106,816666;-6,2;6656;Combination 3
2476;2476;18;Jakarta;Mid End;No;No;Yes;Yes;No;No;Credit;71,76;No;106,816666;-6,2;2743;Combination 5
2479;2479;34;Jakarta;Mid End;Yes;No;No;No;No;No;Debit;39,52;No;106,816666;-6,2;6106,1;Combination 11
2485;2485;43;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Credit;102,895;No;106,816666;-6,2;4830,8;Combination 15
2487;2487;5;Jakarta;Mid End;No;No;Yes;Yes;Yes;No;Credit;83,135;No;106,816666;-6,2;4028,7;Combination 3
2490;2490;34;Jakarta;Mid End;No;No;Yes;Yes;Yes;No;Pulsa;58,305;No;106,816666;-6,2;7239,7;Combination 3
2492;2492;70;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Credit;96,33;No;106,816666;-6,2;8222,5;Combination 17
2495;2495;62;Jakarta;Mid End;Yes;No;Yes;Yes;No;Yes;Credit;92,82;No;106,816666;-6,2;6925,1;Combination 16
2496;2496;36;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Credit;102,96;No;106,816666;-6,2;6279;Combination 15
2499;2499;13;Jakarta;Mid End;Yes;No;No;No;No;No;Debit;40,105;No;106,816666;-6,2;3177,2;Combination 11
2501;2501;65;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;110,305;No;106,816666;-6,2;7064,2;Combination 13
2502;2502;12;Jakarta;Mid End;Yes;No;No;Yes;No;No;Credit;43,095;No;106,816666;-6,2;5046,6;Combination 11
2503;2503;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;119,6;No;106,816666;-6,2;7647,9;Combination 13
2504;2504;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;116,74;No;106,816666;-6,2;7490,6;Combination 13
2506;2506;52;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;Yes;Digital Wallet;110,695;No;106,816666;-6,2;5618,6;Combination 10
2508;2508;5;Jakarta;Mid End;Yes;No;No;Yes;Yes;No;Pulsa;83,655;No;106,816666;-6,2;6202,3;Combination 12
2510;2510;72;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;Yes;Credit;111,865;No;106,816666;-6,2;7754,5;Combination 10
2512;2512;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;84,24;No;106,816666;-6,2;5246,8;Combination 13
2515;2515;62;Jakarta;Mid End;No;No;No;Yes;Yes;No;Debit;50,7;No;106,816666;-6,2;6483,1;Combination 9
2522;2522;3;Bandung;Mid End;No;No;No;No;Yes;No;Credit;45,24;No;107,60981;-6,914744;3244,8;Combination 9
2523;2523;51;Bandung;Mid End;Yes;No;Yes;Yes;Yes;Yes;Debit;78,195;No;107,60981;-6,914744;7025,2;Combination 15
2524;2524;60;Bandung;Mid End;Yes;No;Yes;Yes;No;No;Pulsa;84,175;No;107,60981;-6,914744;8330,4;Combination 16
2525;2525;33;Bandung;Mid End;No;Yes;No;No;No;No;Debit;71,045;No;107,60981;-6,914744;6761,3;Combination 8
2528;2528;49;Bandung;Mid End;Yes;No;No;Yes;No;No;Credit;46,54;No;107,60981;-6,914744;6324,5;Combination 11
2542;2542;67;Bandung;Mid End;Yes;Yes;Yes;No;Yes;Yes;Credit;105,755;No;107,60981;-6,914744;5484,7;Combination 13
2543;2543;4;Bandung;Mid End;No;No;No;No;Yes;No;Pulsa;73,32;No;107,60981;-6,914744;6947,2;Combination 9
2544;2544;19;Bandung;Mid End;No;Yes;No;Yes;No;Yes;Debit;84,955;No;107,60981;-6,914744;2666,3;Combination 8
2552;2552;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;85,215;No;107,60981;-6,914744;5545,8;Combination 13
2558;2558;63;Bandung;Mid End;Yes;Yes;No;No;Yes;Yes;Credit;103,61;No;107,60981;-6,914744;5213;Combination 10
2560;2560;32;Bandung;Mid End;Yes;Yes;Yes;Yes;No;Yes;Debit;99,19;No;107,60981;-6,914744;6921,2;Combination 17
2566;2566;12;Bandung;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;43,68;No;107,60981;-6,914744;3887;Combination 11
2568;2568;0;Bandung;Mid End;Yes;Yes;Yes;No;Yes;Yes;Digital Wallet;105,105;No;107,60981;-6,914744;2662,4;Combination 13
2572;2572;13;Bandung;Mid End;No;Yes;No;No;No;No;Pulsa;39,195;No;107,60981;-6,914744;4602;Combination 8
2574;2574;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;85,15;No;107,60981;-6,914744;5354,7;Combination 13
2580;2580;22;Bandung;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;71,63;No;107,60981;-6,914744;3547,7;Combination 11
2581;2581;15;Bandung;Mid End;Yes;No;Yes;Yes;No;No;Pulsa;76,635;No;107,60981;-6,914744;5846,1;Combination 16
2584;2584;4;Bandung;Mid End;Yes;No;Yes;No;No;No;Pulsa;73,775;No;107,60981;-6,914744;3121,3;Combination 16
2585;2585;25;Bandung;Mid End;Yes;Yes;Yes;Yes;No;Yes;Debit;106,275;No;107,60981;-6,914744;7692,1;Combination 17
