;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
233;2372;2372;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,305;No;106,816666;-6,2;4594,2;Combination 6;TN;0,706256529;0;Low;Low
234;2374;2374;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,915;No;106,816666;-6,2;7172,1;Combination 6;TN;0,864262877;0;Low;Low
235;2382;2382;51;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,98;No;106,816666;-6,2;6351,8;Combination 6;TN;0,879058989;0;Low;Low
236;2385;2385;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;6999,2;Combination 6;FP;0,597846853;1;Threatening;High
237;2387;2387;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,715;No;106,816666;-6,2;4306,9;Combination 6;TN;0,878738723;0;Low;Low
238;2388;2388;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;5625,1;Combination 6;TN;0,629539975;0;Low;Moderate
239;2389;2389;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;5872,1;Combination 6;FP;0,597846853;1;Threatening;High
240;2396;2396;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;106,816666;-6,2;7317,7;Combination 6;FP;0,587192399;1;Threatening;High
241;2403;2403;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,11;No;106,816666;-6,2;6679,4;Combination 6;TN;0,92172208;0;Least Concern;Low
242;2405;2405;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,02;No;106,816666;-6,2;7165,6;Combination 6;TN;0,939162412;0;Least Concern;Low
243;2411;2411;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;5025,8;Combination 6;FP;0,587192399;1;Threatening;Moderate
244;2412;2412;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,715;No;106,816666;-6,2;5779,8;Combination 6;TN;0,930756627;0;Least Concern;Low
245;2413;2413;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,625;No;106,816666;-6,2;2992,6;Combination 6;FP;0,51086223;1;Notable;Low
246;2414;2414;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;34,125;No;106,816666;-6,2;7378,8;Combination 6;TN;0,629539975;0;Low;Moderate
247;2417;2417;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;2993,9;Combination 6;FP;0,554773974;1;Threatening;Moderate
248;2428;2428;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,33;No;106,816666;-6,2;7761;Combination 6;TN;0,904766274;0;Low;Low
249;2433;2433;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,025;No;106,816666;-6,2;2966,6;Combination 6;TN;0,842592165;0;Low;Low
250;2438;2438;0;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;106,816666;-6,2;7155,2;Combination 6;FP;0,608409703;1;Threatening;High
251;2440;2440;66;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,61;No;106,816666;-6,2;5981,3;Combination 6;TN;0,93373372;0;Least Concern;Low
252;2441;2441;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;7324,2;Combination 6;FP;0,576455649;1;Threatening;High
253;2443;2443;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,04;No;106,816666;-6,2;4781,4;Combination 6;FP;0,597846853;1;Threatening;Moderate
254;2445;2445;65;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;106,816666;-6,2;8205,6;Combination 6;TN;0,918927652;0;Low;Low
255;2448;2448;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,52;No;106,816666;-6,2;6588,4;Combination 6;TN;0,586790193;0;Low;Moderate
256;2451;2451;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,585;No;106,816666;-6,2;3434,6;Combination 6;TN;0,596724021;0;Low;Low
257;2465;2465;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;4238;Combination 6;FP;0,521882636;1;Notable;Moderate
258;2470;2470;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,215;No;106,816666;-6,2;4205,5;Combination 6;TN;0,649193555;0;Low;Low
259;2471;2471;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26;No;106,816666;-6,2;3065,4;Combination 6;FP;0,63876677;1;Threatening;Moderate
260;2473;2473;39;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;30,94;No;106,816666;-6,2;5161;Combination 6;TN;0,782529144;0;Low;Low
261;2478;2478;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,825;No;106,816666;-6,2;3967,6;Combination 6;TN;0,775449909;0;Low;Low
262;2480;2480;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;106,816666;-6,2;2800,2;Combination 6;FP;0,511614101;1;Notable;Low
263;2488;2488;62;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,54;No;106,816666;-6,2;8061,3;Combination 6;TN;0,933547294;0;Least Concern;Low
264;2489;2489;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,215;No;106,816666;-6,2;2704;Combination 6;TN;0,54418393;0;Low;Low
265;2491;2491;38;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,565;No;106,816666;-6,2;4903,6;Combination 6;TN;0,829680339;0;Low;Low
266;2497;2497;44;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,52;No;106,816666;-6,2;3125,2;Combination 6;TN;0,863909496;0;Low;Low
267;2500;2500;15;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;106,816666;-6,2;3911,7;Combination 6;TN;0,555107389;0;Low;Moderate
268;2507;2507;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,305;No;106,816666;-6,2;7777,9;Combination 6;FP;0,587192399;1;Threatening;High
269;2509;2509;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,65;No;106,816666;-6,2;5461,3;Combination 6;TN;0,948205414;0;Least Concern;Low
270;2513;2513;26;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;106,816666;-6,2;7569,9;Combination 6;TN;0,741502906;0;Low;Moderate
271;2516;2516;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;106,816666;-6,2;6841,9;Combination 6;FP;0,554773974;1;Threatening;High
272;2517;2517;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;34,32;No;106,816666;-6,2;5609,5;Combination 6;FP;0,576455649;1;Threatening;Moderate
273;2520;2520;66;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,935;No;106,816666;-6,2;8296,6;Combination 6;TN;0,943695233;0;Least Concern;Low
274;2526;2526;26;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,09;No;107,60981;-6,914744;2949,7;Combination 6;TN;0,741502906;0;Low;Low
275;2529;2529;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;107,60981;-6,914744;6978,4;Combination 6;FP;0,597846853;1;Threatening;High
276;2540;2540;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,35;No;107,60981;-6,914744;6286,8;Combination 6;FP;0,587192399;1;Threatening;High
277;2545;2545;8;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;107,60981;-6,914744;7694,7;Combination 6;FP;0,521882636;1;Notable;High
278;2549;2549;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,065;No;107,60981;-6,914744;5223,4;Combination 6;TN;0,607296992;0;Low;Moderate
279;2550;2550;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,76;No;107,60981;-6,914744;8448,7;Combination 6;TN;0,948352993;0;Least Concern;Low
280;2555;2555;60;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,395;No;107,60981;-6,914744;5851,3;Combination 6;TN;0,915345685;0;Low;Low
281;2556;2556;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;107,60981;-6,914744;6347,9;Combination 6;TN;0,522219469;0;Low;Moderate
282;2565;2565;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,09;No;107,60981;-6,914744;5245,5;Combination 6;TN;0,956219898;0;Least Concern;Low
283;2570;2570;15;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;107,60981;-6,914744;4375,8;Combination 6;TN;0,555107389;0;Low;Moderate
284;2571;2571;24;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,365;No;107,60981;-6,914744;2665;Combination 6;TN;0,688264732;0;Low;Low
285;2576;2576;4;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;107,60981;-6,914744;6568,9;Combination 6;FP;0,565646212;1;Threatening;High
286;2578;2578;35;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,65;No;107,60981;-6,914744;2611,7;Combination 6;TN;0,782016644;0;Low;Low
287;2583;2583;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,085;No;107,60981;-6,914744;6490,9;Combination 6;TN;0,946148221;0;Least Concern;Low
288;2588;2588;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;107,60981;-6,914744;2936,7;Combination 6;TN;0,576785213;0;Low;Low
289;2591;2591;3;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,105;No;107,60981;-6,914744;7628,4;Combination 6;FP;0,576455649;1;Threatening;High
290;2598;2598;20;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,35;No;107,60981;-6,914744;7031,7;Combination 6;TN;0,649193555;0;Low;Moderate
291;2599;2599;40;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;107,60981;-6,914744;3419;Combination 6;TN;0,78994552;0;Low;Low
292;2601;2601;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;30,875;No;107,60981;-6,914744;6399,9;Combination 6;TN;0,948352993;0;Least Concern;Low
293;2603;2603;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,675;No;107,60981;-6,914744;4673,5;Combination 6;FP;0,555517074;1;Threatening;Moderate
294;2604;2604;27;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,895;No;107,60981;-6,914744;5205,2;Combination 6;TN;0,679374226;0;Low;Moderate
295;2605;2605;34;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,48;No;107,60981;-6,914744;6069,7;Combination 6;TN;0,803267132;0;Low;Low
296;2607;2607;58;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,655;No;107,60981;-6,914744;8047;Combination 6;TN;0,92172208;0;Least Concern;Low
297;2608;2608;22;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,825;No;107,60981;-6,914744;5701,8;Combination 6;TN;0,706256529;0;Low;Moderate
298;2609;2609;10;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,93;No;107,60981;-6,914744;4132,7;Combination 6;TN;0,586060417;0;Low;Moderate
299;2610;2610;13;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26;No;107,60981;-6,914744;3948,1;Combination 6;TN;0,617770323;0;Low;Low
300;2611;2611;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,91;No;107,60981;-6,914744;8212,1;Combination 6;TN;0,948352993;0;Least Concern;Low
301;2614;2614;37;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;107,60981;-6,914744;4430,4;Combination 6;TN;0,767135167;0;Low;Low
302;2615;2615;21;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;107,60981;-6,914744;3075,8;Combination 6;TN;0,619190345;0;Low;Low
303;2617;2617;23;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,975;No;107,60981;-6,914744;4443,4;Combination 6;TN;0,598894412;0;Low;Moderate
304;2623;2623;64;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,72;No;107,60981;-6,914744;7653,1;Combination 6;TN;0,928058979;0;Least Concern;Low
305;2625;2625;23;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,35;No;107,60981;-6,914744;7347,6;Combination 6;TN;0,639771965;0;Low;Moderate
306;2635;2635;62;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;30,745;No;107,60981;-6,914744;6072,3;Combination 6;TN;0,921938906;0;Least Concern;Low
307;2637;2637;66;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,63;No;107,60981;-6,914744;7832,5;Combination 6;TN;0,922155182;0;Least Concern;Low
308;2641;2641;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,09;No;107,60981;-6,914744;3731;Combination 6;TN;0,608014369;0;Low;Low
309;2647;2647;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;107,60981;-6,914744;7404,8;Combination 6;TN;0,698288054;0;Low;Moderate
310;2650;2650;36;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;107,60981;-6,914744;3498,3;Combination 6;TN;0,75915897;0;Low;Low
311;2651;2651;26;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;107,60981;-6,914744;3123,9;Combination 6;TN;0,706880384;0;Low;Low
312;2656;2656;47;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;107,60981;-6,914744;2627,3;Combination 6;TN;0,836650208;0;Low;Low
313;2660;2660;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,43;No;106,816666;-6,2;3653;Combination 6;FP;0,597846853;1;Threatening;Moderate
314;2662;2662;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,85;No;106,816666;-6,2;5791,5;Combination 6;TN;0,92172208;0;Least Concern;Low
315;2665;2665;32;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;106,816666;-6,2;4417,4;Combination 6;TN;0,758608384;0;Low;Low
316;2667;2667;0;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,475;No;106,816666;-6,2;6435;Combination 6;FP;0,608409703;1;Threatening;High
317;2668;2668;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,48;No;106,816666;-6,2;6302,4;Combination 6;TN;0,90035666;0;Low;Low
318;2680;2680;15;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,24;No;106,816666;-6,2;5154,5;Combination 6;TN;0,511951403;0;Low;Moderate
319;2681;2681;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26;No;106,816666;-6,2;4422,6;Combination 6;TN;0,566716861;0;Low;Moderate
320;2683;2683;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;106,816666;-6,2;6880,9;Combination 6;TN;0,804216417;0;Low;Low
321;2686;2686;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,525;No;106,816666;-6,2;6349,2;Combination 6;TN;0,941469961;0;Least Concern;Low
322;2687;2687;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,98;No;106,816666;-6,2;6882,2;Combination 6;TN;0,950330383;0;Least Concern;Low
323;2693;2693;38;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;31,525;No;106,816666;-6,2;3896,1;Combination 6;TN;0,743229396;0;Low;Low
324;2702;2702;27;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,22;No;106,816666;-6,2;4929,6;Combination 6;TN;0,640465139;0;Low;Moderate
325;2704;2704;26;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;24,895;No;106,816666;-6,2;5651,1;Combination 6;TN;0,741502906;0;Low;Low
326;2705;2705;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,025;No;106,816666;-6,2;6142,5;Combination 6;FP;0,587192399;1;Threatening;High
327;2708;2708;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26;No;106,816666;-6,2;7767,5;Combination 6;TN;0,936233197;0;Least Concern;Low
328;2709;2709;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;106,816666;-6,2;7027,8;Combination 6;TN;0,936591533;0;Least Concern;Low
329;2711;2711;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;106,816666;-6,2;3850,6;Combination 6;TN;0,54418393;0;Low;Moderate
330;2713;2713;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;4521,4;Combination 6;FP;0,543849055;1;Threatening;Moderate
331;2720;2720;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;24,505;No;106,816666;-6,2;6609,2;Combination 6;FP;0,63876677;1;Threatening;High
332;2723;2723;45;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,045;No;106,816666;-6,2;3955,9;Combination 6;TN;0,84796965;0;Low;Low
333;2725;2725;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,31;No;106,816666;-6,2;5350,8;Combination 6;TN;0,869698615;0;Low;Low
334;2731;2731;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,87;No;106,816666;-6,2;2769;Combination 6;TN;0,732954368;0;Low;Low
335;2734;2734;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;106,816666;-6,2;3300,7;Combination 6;FP;0,597846853;1;Threatening;Moderate
336;2756;2756;15;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,285;No;106,816666;-6,2;3227,9;Combination 6;TN;0,638383868;0;Low;Low
337;2757;2757;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,975;No;106,816666;-6,2;3346,2;Combination 6;TN;0,830105122;0;Low;Low
338;2761;2761;60;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,5;No;106,816666;-6,2;8261,5;Combination 6;TN;0,900895263;0;Low;Low
339;2767;2767;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,26;No;106,816666;-6,2;6847,1;Combination 6;TN;0,941469961;0;Least Concern;Low
340;2768;2768;54;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,52;No;106,816666;-6,2;8310,9;Combination 6;TN;0,907999952;0;Low;Low
341;2769;2769;62;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;30,875;No;106,816666;-6,2;6254,3;Combination 6;TN;0,933547294;0;Least Concern;Low
342;2774;2774;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,045;No;106,816666;-6,2;6584,5;Combination 6;TN;0,948352993;0;Least Concern;Low
343;2780;2780;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,11;No;106,816666;-6,2;7679,1;Combination 6;TN;0,943854902;0;Least Concern;Low
344;2783;2783;13;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,285;No;106,816666;-6,2;4938,7;Combination 6;TN;0,533217796;0;Low;Moderate
345;2785;2785;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;5002,4;Combination 6;TN;0,659852284;0;Low;Moderate
346;2792;2792;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,285;No;106,816666;-6,2;7566;Combination 6;FP;0,63876677;1;Threatening;
347;2796;2796;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;3403,4;Combination 6;TN;0,836650208;0;Low;Low
348;2805;2805;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,045;No;106,816666;-6,2;5709,6;Combination 6;TN;0,936233197;0;Least Concern;Low
349;2807;2807;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,285;No;106,816666;-6,2;5944,9;Combination 6;FP;0,554773974;1;Threatening;Moderate
350;2812;2812;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,13;No;106,816666;-6,2;5983,9;Combination 6;TN;0,956219898;0;Least Concern;Low
351;2814;2814;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,235;No;106,816666;-6,2;7386,6;Combination 6;TN;0,697653733;0;Low;Moderate
352;2816;2816;36;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,025;No;106,816666;-6,2;6375,2;Combination 6;TN;0,789445795;0;Low;Low
353;2819;2819;59;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;7987,2;Combination 6;TN;0,896884839;0;Low;Low
354;2822;2822;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;106,816666;-6,2;7846,8;Combination 6;TN;0,915578555;0;Low;Low
355;2834;2834;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,61;No;106,816666;-6,2;5370,3;Combination 6;TN;0,941469961;0;Least Concern;Low
356;2839;2839;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,17;No;106,816666;-6,2;6966,7;Combination 6;TN;0,596724021;0;Low;Moderate
357;2840;2840;7;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;4330,3;Combination 6;FP;0,532881781;1;Notable;Moderate
358;2841;2841;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,98;No;106,816666;-6,2;7482,8;Combination 6;FP;0,576455649;1;Threatening;High
359;2845;2845;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,935;No;106,816666;-6,2;4980,3;Combination 6;TN;0,543437454;0;Low;Moderate
360;2846;2846;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,045;No;106,816666;-6,2;5219,5;Combination 6;TN;0,946148221;0;Least Concern;Low
361;2849;2849;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,22;No;106,816666;-6,2;7017,4;Combination 6;TN;0,948352993;0;Least Concern;Low
362;2852;2852;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,135;No;106,816666;-6,2;7876,7;Combination 6;TN;0,941469961;0;Least Concern;Low
363;2855;2855;31;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,52;No;106,816666;-6,2;6971,9;Combination 6;TN;0,750435137;0;Low;Moderate
364;2857;2857;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;4013,1;Combination 6;FP;0,521882636;1;Notable;Moderate
365;2859;2859;28;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;106,816666;-6,2;6688,5;Combination 6;TN;0,688909967;0;Low;Moderate
366;2861;2861;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;3680,3;Combination 6;TN;0,598171375;0;Low;Low
367;2864;2864;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,585;No;106,816666;-6,2;3387,8;Combination 6;FP;0,532132709;1;Notable;Moderate
368;2866;2866;66;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,455;No;106,816666;-6,2;6298,5;Combination 6;TN;0,908751261;0;Low;Low
369;2867;2867;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,35;No;106,816666;-6,2;5567,9;Combination 6;FP;0,554030628;1;Threatening;Moderate
370;2876;2876;27;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,325;No;106,816666;-6,2;6825;Combination 6;TN;0,715940111;0;Low;Moderate
371;2878;2878;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;6292;Combination 6;FP;0,597846853;1;Threatening;High
372;2880;2880;39;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;106,816666;-6,2;3941,6;Combination 6;TN;0,810610244;0;Low;Low
373;2886;2886;46;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,435;No;106,816666;-6,2;5172,7;Combination 6;TN;0,830529062;0;Low;Low
