;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination
733;733;32;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Pulsa;136,37;Yes;106,816666;-6,2;5155,8;Combination 3
735;735;66;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;135,265;Yes;106,816666;-6,2;7155,2;Combination 7
736;736;3;Jakarta;High End;No;No;Yes;Yes;Yes;No;Digital Wallet;114,855;Yes;106,816666;-6,2;6762,6;Combination 3
737;737;29;Jakarta;High End;Yes;No;No;No;Yes;Yes;Credit;123,045;Yes;106,816666;-6,2;6695;Combination 12
738;738;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;96,72;Yes;106,816666;-6,2;7057,7;Combination 2
740;740;8;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,61;Yes;106,816666;-6,2;3988,4;Combination 2
741;741;12;Jakarta;High End;No;Yes;Yes;No;Yes;No;Pulsa;127,53;Yes;106,816666;-6,2;3521,7;Combination 4
743;743;4;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;129,48;Yes;106,816666;-6,2;6120,4;Combination 12
744;744;1;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;106,535;Yes;106,816666;-6,2;7308,6;Combination 2
745;745;7;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,155;Yes;106,816666;-6,2;5579,6;Combination 2
746;746;6;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;118,43;Yes;106,816666;-6,2;2945,8;Combination 9
747;747;14;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;111,93;Yes;106,816666;-6,2;2830,1;Combination 9
748;748;25;Jakarta;High End;No;No;No;No;Yes;Yes;Debit;123,11;Yes;106,816666;-6,2;7333,3;Combination 9
749;749;22;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;110,63;Yes;106,816666;-6,2;6822,4;Combination 2
750;750;61;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;128,895;Yes;106,816666;-6,2;7295,6;Combination 7
751;751;70;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;133,835;Yes;106,816666;-6,2;6506,5;Combination 4
753;753;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;92,3;Yes;106,816666;-6,2;6948,5;Combination 2
754;754;47;Jakarta;High End;No;No;No;No;No;No;Debit;91,715;Yes;106,816666;-6,2;5794,1;Combination 2
755;755;1;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;103,61;Yes;106,816666;-6,2;2685,8;Combination 2
758;758;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,025;Yes;106,816666;-6,2;5938,4;Combination 2
759;759;25;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;92,235;Yes;106,816666;-6,2;6345,3;Combination 2
760;760;20;Jakarta;High End;No;No;No;No;Yes;Yes;Digital Wallet;115,7;Yes;106,816666;-6,2;5972,2;Combination 9
761;761;18;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;129,22;Yes;106,816666;-6,2;3147,3;Combination 12
762;762;1;Jakarta;High End;No;No;Yes;No;No;No;Debit;95,55;Yes;106,816666;-6,2;5691,4;Combination 5
763;763;9;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;124,15;Yes;106,816666;-6,2;6509,1;Combination 9
764;764;28;Jakarta;High End;Yes;No;No;No;Yes;Yes;Digital Wallet;120,055;Yes;106,816666;-6,2;3887;Combination 12
765;765;11;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;96,915;Yes;106,816666;-6,2;5981,3;Combination 8
766;766;12;Jakarta;High End;No;Yes;Yes;Yes;No;No;Digital Wallet;108,94;Yes;106,816666;-6,2;7234,5;Combination 14
768;768;41;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;129,74;Yes;106,816666;-6,2;6143,8;Combination 3
769;769;20;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;137,605;Yes;106,816666;-6,2;5489,9;Combination 4
770;770;7;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;98,085;Yes;106,816666;-6,2;3733,6;Combination 2
771;771;7;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,005;Yes;106,816666;-6,2;4557,8;Combination 9
772;772;22;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;130,975;Yes;106,816666;-6,2;5397,6;Combination 12
774;774;51;Jakarta;High End;No;No;Yes;No;No;No;Credit;104;Yes;106,816666;-6,2;6199,7;Combination 5
775;775;5;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;91,325;Yes;106,816666;-6,2;4789,2;Combination 2
776;776;62;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;130,195;Yes;106,816666;-6,2;5356;Combination 4
777;777;28;Jakarta;High End;Yes;Yes;No;No;No;Yes;Credit;122,85;Yes;106,816666;-6,2;7062,9;Combination 1
779;779;69;Jakarta;High End;No;Yes;No;No;Yes;No;Pulsa;116,935;Yes;106,816666;-6,2;8271,9;Combination 7
780;780;12;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;109,785;Yes;106,816666;-6,2;4329;Combination 9
781;781;27;Jakarta;High End;No;No;No;Yes;No;No;Pulsa;103,35;Yes;106,816666;-6,2;3273,4;Combination 2
782;782;1;Jakarta;High End;No;No;No;No;Yes;Yes;Digital Wallet;115,895;Yes;106,816666;-6,2;4059,9;Combination 9
783;783;14;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,435;Yes;106,816666;-6,2;2697,5;Combination 2
784;784;32;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;96,72;Yes;106,816666;-6,2;2718,3;Combination 8
787;787;16;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;110,435;Yes;106,816666;-6,2;3997,5;Combination 9
790;790;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;103,415;Yes;106,816666;-6,2;7270,9;Combination 9
791;791;50;Jakarta;High End;No;No;No;No;No;No;Pulsa;92,365;Yes;106,816666;-6,2;7469,8;Combination 2
792;792;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;109,85;Yes;106,816666;-6,2;5642;Combination 9
793;793;71;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;141,18;Yes;106,816666;-6,2;6476,6;Combination 4
797;797;32;Jakarta;High End;No;Yes;No;No;No;Yes;Debit;109,395;Yes;106,816666;-6,2;5222,1;Combination 8
799;799;5;Jakarta;High End;No;No;No;Yes;No;Yes;Credit;111,02;Yes;106,816666;-6,2;4830,8;Combination 2
800;800;49;Jakarta;High End;No;No;No;No;No;No;Credit;97,76;Yes;106,816666;-6,2;6867,9;Combination 2
802;802;23;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;138,32;Yes;106,816666;-6,2;7159,1;Combination 4
803;803;6;Jakarta;High End;No;Yes;No;No;No;Yes;Pulsa;109,72;Yes;106,816666;-6,2;5900,7;Combination 8
805;805;2;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;111,215;Yes;106,816666;-6,2;7165,6;Combination 9
807;807;4;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;101,205;Yes;106,816666;-6,2;2782;Combination 9
808;808;3;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;136,955;Yes;106,816666;-6,2;4760,6;Combination 4
809;809;8;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;113,165;Yes;106,816666;-6,2;3308,5;Combination 9
812;812;30;Jakarta;High End;No;Yes;Yes;No;No;No;Digital Wallet;103,545;Yes;106,816666;-6,2;2826,2;Combination 14
815;815;72;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;134,42;Yes;106,816666;-6,2;6571,5;Combination 4
816;816;13;Jakarta;High End;No;Yes;Yes;No;No;No;Pulsa;109,785;Yes;106,816666;-6,2;7541,3;Combination 14
817;817;32;Jakarta;High End;No;No;No;No;Yes;No;Credit;111,735;Yes;106,816666;-6,2;3160,3;Combination 9
820;820;38;Jakarta;High End;No;No;No;Yes;Yes;Yes;Pulsa;129,415;Yes;106,816666;-6,2;4516,2;Combination 9
821;821;17;Jakarta;High End;No;No;No;No;No;No;Pulsa;91;Yes;106,816666;-6,2;5707;Combination 2
824;824;2;Jakarta;High End;No;Yes;Yes;Yes;No;Yes;Credit;123,63;Yes;106,816666;-6,2;5831,8;Combination 14
826;826;4;Jakarta;High End;No;Yes;No;No;No;No;Debit;99,645;Yes;106,816666;-6,2;5954;Combination 8
827;827;5;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Digital Wallet;128,895;Yes;106,816666;-6,2;2967,9;Combination 7
830;830;25;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;124,67;Yes;106,816666;-6,2;2913,3;Combination 7
831;831;17;Jakarta;High End;No;No;No;No;No;Yes;Debit;105,95;Yes;106,816666;-6,2;4475,9;Combination 2
832;832;52;Jakarta;High End;Yes;No;No;No;Yes;No;Pulsa;109,33;Yes;106,816666;-6,2;8080,8;Combination 12
838;838;54;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;135,59;Yes;107,60981;-6,914744;5224,7;Combination 4
839;839;1;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;122,005;Yes;107,60981;-6,914744;3918,2;Combination 9
842;842;12;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;122,46;Yes;107,60981;-6,914744;5167,5;Combination 9
843;843;54;Bandung;High End;Yes;Yes;No;No;Yes;Yes;Debit;138,515;Yes;107,60981;-6,914744;6360,9;Combination 10
845;845;23;Bandung;High End;No;Yes;Yes;Yes;No;No;Pulsa;108,94;Yes;107,60981;-6,914744;7458,1;Combination 14
847;847;10;Bandung;High End;No;No;No;No;No;Yes;Pulsa;112,645;Yes;107,60981;-6,914744;6487;Combination 2
848;848;37;Bandung;High End;Yes;Yes;No;No;Yes;Yes;Debit;138,775;Yes;107,60981;-6,914744;7603,7;Combination 10
849;849;31;Bandung;High End;No;Yes;No;Yes;No;No;Pulsa;101,985;Yes;107,60981;-6,914744;4018,3;Combination 8
850;850;34;Bandung;High End;No;No;Yes;No;Yes;No;Pulsa;113,685;Yes;107,60981;-6,914744;4365,4;Combination 3
851;851;29;Bandung;High End;No;No;No;No;No;No;Pulsa;91,975;Yes;107,60981;-6,914744;3461,9;Combination 2
852;852;12;Bandung;High End;No;Yes;No;No;Yes;Yes;Pulsa;131,755;Yes;107,60981;-6,914744;5157,1;Combination 7
853;853;1;Bandung;High End;Yes;No;No;No;No;No;Pulsa;106,21;Yes;107,60981;-6,914744;7246,2;Combination 11
854;854;33;Bandung;High End;No;No;No;No;No;No;Pulsa;88,725;Yes;107,60981;-6,914744;7341,1;Combination 2
855;855;4;Bandung;High End;No;No;No;No;No;Yes;Pulsa;102,895;Yes;107,60981;-6,914744;7490,6;Combination 2
856;856;35;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;124,085;Yes;107,60981;-6,914744;2704;Combination 9
857;857;19;Bandung;High End;No;No;No;Yes;Yes;Yes;Pulsa;131,235;Yes;107,60981;-6,914744;5293,6;Combination 9
858;858;1;Bandung;High End;No;No;No;No;No;No;Digital Wallet;89,83;Yes;107,60981;-6,914744;6212,7;Combination 2
859;859;1;Bandung;High End;No;No;No;No;No;No;Pulsa;90,48;Yes;107,60981;-6,914744;2796,3;Combination 2
860;860;31;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;134,485;Yes;107,60981;-6,914744;7003,1;Combination 4
861;861;4;Bandung;High End;No;Yes;No;No;No;No;Debit;101,335;Yes;107,60981;-6,914744;6974,5;Combination 8
862;862;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;101,985;Yes;106,816666;-6,2;2780,7;Combination 9
865;865;9;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;109,785;Yes;106,816666;-6,2;4605,9;Combination 2
866;866;4;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;111,345;Yes;106,816666;-6,2;3029;Combination 2
868;868;51;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;127,14;Yes;106,816666;-6,2;8065,2;Combination 3
870;870;41;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;138,19;Yes;106,816666;-6,2;6997,9;Combination 4
871;871;12;Jakarta;High End;No;No;Yes;Yes;No;Yes;Pulsa;116,22;Yes;106,816666;-6,2;6561,1;Combination 5
872;872;5;Jakarta;High End;No;No;No;No;Yes;No;Credit;108,095;Yes;106,816666;-6,2;3270,8;Combination 9
873;873;10;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;96,395;Yes;106,816666;-6,2;5500,3;Combination 2
874;874;11;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;129,35;Yes;106,816666;-6,2;6871,8;Combination 3
877;877;1;Jakarta;High End;No;No;No;No;No;Yes;Digital Wallet;111,085;Yes;106,816666;-6,2;3013,4;Combination 2
880;880;13;Jakarta;High End;No;No;Yes;No;Yes;No;Pulsa;108,16;Yes;106,816666;-6,2;5236,4;Combination 3
882;882;21;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Pulsa;135,07;Yes;106,816666;-6,2;4899,7;Combination 15
884;884;2;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;98,085;Yes;106,816666;-6,2;4355;Combination 2
886;886;1;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,63;Yes;106,816666;-6,2;7533,5;Combination 9
887;887;6;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,15;Yes;106,816666;-6,2;7589,4;Combination 2
888;888;4;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;95,875;Yes;106,816666;-6,2;6533,8;Combination 5
889;889;12;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;124,865;Yes;106,816666;-6,2;3350,1;Combination 9
890;890;4;Jakarta;High End;No;Yes;No;No;No;Yes;Pulsa;115,635;Yes;106,816666;-6,2;7732,4;Combination 8
893;893;53;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;132,47;Yes;106,816666;-6,2;7649,2;Combination 7
894;894;68;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;107,9;Yes;106,816666;-6,2;6128,2;Combination 9
896;896;10;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;116,35;Yes;106,816666;-6,2;5467,8;Combination 9
897;897;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,74;Yes;106,816666;-6,2;5400,2;Combination 2
898;898;51;Jakarta;High End;Yes;No;Yes;No;Yes;No;Debit;121,94;Yes;106,816666;-6,2;6224,4;Combination 15
899;899;24;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,365;Yes;106,816666;-6,2;6195,8;Combination 3
900;900;18;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,11;Yes;106,816666;-6,2;2867,8;Combination 9
901;901;72;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;135,395;Yes;106,816666;-6,2;7702,5;Combination 4
903;903;1;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;117,715;Yes;106,816666;-6,2;5067,4;Combination 9
904;904;26;Jakarta;High End;No;No;No;No;Yes;Yes;Debit;115,44;Yes;106,816666;-6,2;6383;Combination 9
905;905;7;Jakarta;High End;No;No;No;No;No;Yes;Digital Wallet;110,76;Yes;106,816666;-6,2;5076,5;Combination 2
906;906;5;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;118,82;Yes;107,60981;-6,914744;3684,2;Combination 9
907;907;42;Bandung;High End;No;No;Yes;Yes;Yes;Yes;Debit;137,995;Yes;107,60981;-6,914744;2944,5;Combination 3
909;909;2;Bandung;High End;No;No;No;No;No;No;Credit;95,225;Yes;107,60981;-6,914744;3794,7;Combination 2
911;911;9;Bandung;High End;No;No;No;No;Yes;No;Debit;110,955;Yes;107,60981;-6,914744;3178,5;Combination 9
912;912;1;Bandung;High End;No;No;No;No;No;No;Pulsa;97,955;Yes;107,60981;-6,914744;5723,9;Combination 2
913;913;43;Bandung;High End;Yes;No;No;No;No;No;Pulsa;97,76;Yes;107,60981;-6,914744;6074,9;Combination 11
916;916;70;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;142,35;Yes;107,60981;-6,914744;7976,8;Combination 13
917;917;11;Bandung;High End;No;No;No;No;No;Yes;Credit;110,24;Yes;107,60981;-6,914744;6653,4;Combination 2
918;918;50;Bandung;High End;No;Yes;Yes;No;Yes;No;Pulsa;123,565;Yes;107,60981;-6,914744;7621,9;Combination 4
920;920;1;Bandung;High End;No;No;No;No;No;No;Debit;96,98;Yes;107,60981;-6,914744;7619,3;Combination 2
923;923;46;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Debit;136,76;Yes;107,60981;-6,914744;4318,6;Combination 10
925;925;31;Bandung;High End;No;Yes;Yes;No;Yes;No;Pulsa;121,94;Yes;107,60981;-6,914744;5349,5;Combination 4
926;926;32;Bandung;High End;No;No;No;Yes;Yes;Yes;Pulsa;125,06;Yes;107,60981;-6,914744;4687,8;Combination 9
927;927;1;Bandung;High End;No;No;No;No;No;Yes;Pulsa;103,48;Yes;107,60981;-6,914744;4040,4;Combination 2
928;928;20;Bandung;High End;No;No;No;No;Yes;No;Pulsa;110,825;Yes;107,60981;-6,914744;3138,2;Combination 9
929;929;26;Bandung;High End;No;No;No;Yes;No;No;Pulsa;104,65;Yes;107,60981;-6,914744;3547,7;Combination 2
930;930;5;Bandung;High End;No;Yes;No;No;No;Yes;Pulsa;116,74;Yes;107,60981;-6,914744;3848;Combination 8
932;932;14;Bandung;High End;No;Yes;No;Yes;No;Yes;Credit;116,545;Yes;107,60981;-6,914744;3255,2;Combination 8
936;936;9;Bandung;High End;No;Yes;No;No;Yes;Yes;Credit;129,285;Yes;107,60981;-6,914744;3006,9;Combination 7
937;937;2;Bandung;High End;Yes;Yes;No;Yes;No;No;Pulsa;112,125;Yes;107,60981;-6,914744;4587,7;Combination 1
939;939;8;Bandung;High End;No;No;No;No;No;No;Digital Wallet;91,13;Yes;107,60981;-6,914744;3768,7;Combination 2
940;940;2;Bandung;High End;No;No;No;No;No;No;Debit;91,26;Yes;107,60981;-6,914744;3597,1;Combination 2
942;942;51;Bandung;High End;No;Yes;Yes;No;No;No;Pulsa;109,46;Yes;107,60981;-6,914744;8118,5;Combination 14
944;944;39;Bandung;High End;No;No;No;No;No;No;Pulsa;97,825;Yes;107,60981;-6,914744;6104,8;Combination 2
945;945;12;Bandung;High End;No;No;Yes;No;Yes;Yes;Debit;130,195;Yes;107,60981;-6,914744;4786,6;Combination 3
946;946;26;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;137,475;Yes;107,60981;-6,914744;4104,1;Combination 4
953;953;29;Jakarta;High End;No;Yes;Yes;No;No;Yes;Pulsa;124,67;Yes;106,816666;-6,2;2796,3;Combination 14
956;956;50;Jakarta;High End;No;No;No;No;Yes;No;Debit;109,72;Yes;106,816666;-6,2;6675,5;Combination 9
957;957;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;97,63;Yes;106,816666;-6,2;5635,5;Combination 2
959;959;42;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;132,275;Yes;106,816666;-6,2;7208,5;Combination 7
963;963;46;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,3;Yes;106,816666;-6,2;3166,8;Combination 3
964;964;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;89,83;Yes;106,816666;-6,2;7533,5;Combination 2
965;965;13;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;97,5;Yes;106,816666;-6,2;2845,7;Combination 2
966;966;19;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Debit;130;Yes;106,816666;-6,2;3390,4;Combination 7
967;967;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;92,495;Yes;106,816666;-6,2;6873,1;Combination 2
969;969;67;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Credit;141,375;Yes;106,816666;-6,2;7170,8;Combination 15
972;972;20;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;102,895;Yes;106,816666;-6,2;6496,1;Combination 11
973;973;46;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;104,52;Yes;106,816666;-6,2;6338,8;Combination 2
974;974;11;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;132,6;Yes;106,816666;-6,2;7475;Combination 7
976;976;1;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;92,04;Yes;106,816666;-6,2;5071,3;Combination 2
977;977;16;Jakarta;High End;No;No;No;Yes;No;Yes;Credit;115,765;Yes;106,816666;-6,2;7738,9;Combination 2
978;978;3;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;125,58;Yes;106,816666;-6,2;4238;Combination 9
979;979;57;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Credit;135,85;Yes;106,816666;-6,2;5812,3;Combination 4
982;982;7;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;122,525;Yes;106,816666;-6,2;6847,1;Combination 7
983;983;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;89,635;Yes;106,816666;-6,2;7337,2;Combination 2
984;984;2;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,005;Yes;106,816666;-6,2;6497,4;Combination 9
985;985;4;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,865;Yes;106,816666;-6,2;4790,5;Combination 2
987;987;7;Jakarta;High End;No;No;Yes;No;Yes;No;Credit;116,155;Yes;106,816666;-6,2;5400,2;Combination 3
988;988;4;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;104,455;Yes;106,816666;-6,2;5417,1;Combination 9
990;990;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;102,765;Yes;106,816666;-6,2;4621,5;Combination 9
991;991;1;Jakarta;High End;Yes;No;No;No;Yes;Yes;Pulsa;123,5;Yes;106,816666;-6,2;5835,7;Combination 12
993;993;41;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;127,92;Yes;106,816666;-6,2;2819,7;Combination 3
995;995;35;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,82;Yes;106,816666;-6,2;4795,7;Combination 3
996;996;10;Jakarta;High End;No;No;Yes;No;No;Yes;Pulsa;116,74;Yes;106,816666;-6,2;6661,2;Combination 5
997;997;54;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;142,675;Yes;106,816666;-6,2;8156,2;Combination 13
999;999;26;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;118,625;Yes;106,816666;-6,2;6700,2;Combination 9
1002;1002;18;Jakarta;High End;No;Yes;No;Yes;No;No;Pulsa;111,085;Yes;106,816666;-6,2;6688,5;Combination 8
1003;1003;61;Jakarta;High End;No;Yes;No;Yes;Yes;No;Pulsa;122,33;Yes;106,816666;-6,2;8183,5;Combination 7
1004;1004;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;93,145;Yes;106,816666;-6,2;7376,2;Combination 2
1005;1005;24;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;136,045;Yes;106,816666;-6,2;6154,2;Combination 4
1006;1006;3;Jakarta;High End;No;No;No;No;No;No;Pulsa;96,525;Yes;106,816666;-6,2;4169,1;Combination 2
1007;1007;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;96,46;Yes;106,816666;-6,2;6089,2;Combination 2
1008;1008;43;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;131,3;Yes;106,816666;-6,2;4059,9;Combination 7
1009;1009;4;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;130,26;Yes;106,816666;-6,2;3445;Combination 7
1010;1010;25;Jakarta;High End;Yes;No;No;No;No;Yes;Pulsa;115,765;Yes;106,816666;-6,2;3474,9;Combination 11
1012;1012;4;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;137,345;Yes;106,816666;-6,2;6061,9;Combination 4
1013;1013;36;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;125,45;Yes;106,816666;-6,2;6047,6;Combination 7
1014;1014;1;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;92,105;Yes;106,816666;-6,2;3928,6;Combination 2
1016;1016;4;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;96,07;Yes;106,816666;-6,2;5822,7;Combination 5
1017;1017;58;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;142,285;Yes;106,816666;-6,2;8351,2;Combination 13
1018;1018;30;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;130,26;Yes;106,816666;-6,2;4677,4;Combination 7
1019;1019;21;Jakarta;High End;No;Yes;No;No;No;No;Debit;96,265;Yes;106,816666;-6,2;7319;Combination 8
1020;1020;3;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;132,015;Yes;106,816666;-6,2;5824;Combination 3
1021;1021;41;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;145,535;Yes;106,816666;-6,2;4824,3;Combination 4
1024;1024;11;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;97,435;Yes;106,816666;-6,2;5526,3;Combination 8
1025;1025;1;Jakarta;High End;No;No;No;No;No;Yes;Credit;104,195;Yes;106,816666;-6,2;5131,1;Combination 2
1026;1026;72;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;142,025;Yes;106,816666;-6,2;5539,3;Combination 4
1028;1028;1;Jakarta;High End;No;No;No;No;Yes;No;Pulsa;102,44;Yes;106,816666;-6,2;6597,5;Combination 9
1029;1029;47;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;138,32;Yes;106,816666;-6,2;6245,2;Combination 4
1031;1031;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;89,83;Yes;106,816666;-6,2;3597,1;Combination 2
1032;1032;20;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;117,26;Yes;106,816666;-6,2;2675,4;Combination 9
1033;1033;6;Jakarta;High End;No;No;No;No;Yes;Yes;Debit;121,615;Yes;106,816666;-6,2;7302,1;Combination 9
1034;1034;1;Jakarta;High End;No;No;No;No;No;Yes;Digital Wallet;105,105;Yes;106,816666;-6,2;4024,8;Combination 2
1035;1035;48;Jakarta;High End;No;No;No;No;No;Yes;Digital Wallet;106,665;Yes;106,816666;-6,2;4374,5;Combination 2
1037;1037;2;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;102,115;Yes;106,816666;-6,2;6763,9;Combination 5
1038;1038;1;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;102,245;Yes;106,816666;-6,2;3546,4;Combination 2
1042;1042;49;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;125,06;Yes;106,816666;-6,2;7675,2;Combination 9
1043;1043;6;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;96,72;Yes;106,816666;-6,2;5153,2;Combination 5
1044;1044;6;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;136,89;Yes;106,816666;-6,2;5411,9;Combination 4
1045;1045;16;Jakarta;High End;No;No;No;No;No;No;Debit;96,005;Yes;106,816666;-6,2;4193,8;Combination 2
1046;1046;7;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;109,915;Yes;106,816666;-6,2;6818,5;Combination 2
1048;1048;20;Jakarta;High End;No;No;No;No;No;Yes;Credit;111,54;Yes;106,816666;-6,2;4336,8;Combination 2
1050;1050;28;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;137,41;Yes;106,816666;-6,2;3203,2;Combination 4
